,,,,,,,,,,
,110.82,117.73,127.96,125.95,141.97,134.65,125.17,140.89,126.51,95.034
,111.08,118.49,127.65,125.58,141.7,134.2,124.86,140.63,126.97,95.804
,111.31,119.19,127.39,125.59,141.43,133.75,125.85,140.36,127.11,96.583
,111.52,119.57,126.69,125.95,141.13,133.2,125.44,140.05,127.19,97.346
,111.84,120.26,126.54,125.98,140.87,132.78,125.28,139.79,127.54,98.125
,112.12,119.9,126.59,125.96,140.59,132.33,125.26,139.53,127.99,98.88
,112.41,119.1,126.9,126.66,140.33,131.92,125.26,139.27,128.31,99.67
,112.66,119.38,126.86,126.23,140.03,131.34,125.35,138.97,128.52,100.44
,112.98,118.62,127.28,127.13,139.76,130.92,126.34,138.7,128.35,101.2
,113.2,117.84,127.06,126.23,139.45,130.34,126.3,138.44,128.3,101.96
,113.59,117.06,126.63,126.59,139.18,129.89,126.69,138.17,128.2,102.73
,113.89,116.27,126.14,126.19,138.92,129.53,127.38,137.91,127.84,103.47
,114.14,115.58,125.66,125.46,138.65,129.71,127.43,137.63,127.44,104.26
,114.45,115.05,125.2,125.09,138.37,129.29,127.67,137.34,126.59,105.03
,114.69,114.44,125.87,124.25,138.08,128.73,127.62,137.06,126.59,105.78
,114.92,115.4,125.04,125.12,137.81,128.33,127.37,136.78,126.13,106.57
,115.19,116.26,124.56,124.87,137.53,127.9,127,136.51,126.77,107.36
,115.45,115.63,124.26,125.83,137.26,127.65,126.99,136.24,126.73,108.14
,115.62,116.6,123.86,126.29,136.97,127.18,126.89,135.95,126.7,108.92
,115.93,116.28,124.86,126.26,136.7,126.69,126.61,135.69,126.49,109.67
,115.87,116.02,124.02,126.4,136.38,126.47,126.66,135.36,125.52,110.4
,115.76,116.62,125.02,126.62,136.07,126.01,126.32,135.06,125.02,111.18
,115.6,117.27,124.65,126.25,135.81,125.55,126.71,134.8,125.94,111.94
,115.45,117.94,123.85,125.46,135.54,125.13,126.96,134.53,125.72,112.69
,115.39,118.39,123.08,124.62,135.24,125.61,127.03,134.18,124.75,113.39
,115.33,117.56,122.88,124.77,134.89,125.37,126.13,133.89,124.24,114.13
,115.32,118.07,123.85,124.04,134.54,125.17,126.42,133.54,124.52,114.84
,115.33,118.67,123.68,125.03,134.2,124.88,125.49,133.2,124.97,115.6
,115.32,119.2,123.6,124.95,133.88,124.73,125.38,132.88,124.82,116.27
,115.27,119.75,123.84,124.94,133.53,124.67,125.2,132.52,124.77,117.02
,115.39,120.42,123.83,124.68,133.16,124.64,124.99,132.14,124.74,117.78
,115.49,119.43,123.08,124.34,132.79,123.8,124.65,131.76,124.45,118.48
,115.66,118.57,122.4,123.71,132.45,123.55,124.15,131.41,123.95,119.23
,115.71,117.63,121.75,123.72,132.09,123.35,123.66,131.04,123.45,119.98
,116.05,117.88,121.07,122.96,131.72,123.66,123.16,130.66,122.96,120.63
,116.43,118.62,120.46,122.39,131.36,123.83,122.68,130.29,122.53,121.31
,116.43,119.04,119.84,121.86,130.98,123.67,122.24,129.91,122.19,120.94
,116.79,118.75,119.43,121.26,130.6,123.21,121.79,129.51,121.83,120.56
,117.09,118.75,120.09,122.06,130.26,124.18,121.47,129.18,121.63,120.27
,117.42,118.96,120.83,122.72,129.89,123.94,121.19,128.83,122.61,120.02
,117.86,118.3,120.16,122.16,129.51,123.96,120.95,128.45,122.39,119.74
,117.86,118.79,119.56,121.76,129.12,123.31,120.88,128.04,122.67,119.58
,117.86,118.66,119.12,121.05,128.75,122.94,120.76,127.66,122.75,119.42
,117.86,118.66,118.63,120.38,128.39,122.47,121.74,127.29,123.26,119.22
,118.27,119.49,118.21,119.9,128.03,122.01,121.5,126.9,123,120.2
,118.62,119.49,117.86,119.51,127.65,121.62,121.42,126.52,123.15,120.04
,118.62,119.49,117.86,119.51,127.3,121.39,121.47,126.15,123.38,119.99
,118.62,119.49,117.86,119.51,126.93,121.11,122.46,125.78,123.2,119.85
,118.62,119.49,117.86,119.51,126.58,120.87,122.34,125.44,123.06,119.75
,118.62,119.49,117.86,119.51,126.21,120.66,122,125.11,122.64,119.66
,118.62,119.49,117.86,119.51,125.83,120.36,122.74,124.77,122.15,119.61
,118.62,119.49,117.86,119.51,125.45,121.27,122.34,124.4,121.65,119.6
,118.62,119.49,117.86,119.51,125.09,120.87,122.36,124.06,121.18,120.6
,118.62,119.83,117.82,120.5,124.72,120.43,121.96,123.69,120.72,120.38
,118.62,119.83,117.82,120.5,124.36,120.05,121.4,123.24,120.24,120.09
,118.62,119.83,117.82,120.5,124.02,119.65,121.29,122.89,119.78,119.87
,118.62,119.83,117.82,120.5,123.66,119.29,120.98,122.53,119.33,119.61
,118.62,119.83,117.82,120.5,123.33,118.94,120.55,122.18,118.9,119.4
,118.62,119.83,117.82,120.5,123.33,118.94,120.55,122.18,118.9,119.4
